lnL Kappa Omega Scale Phi Delta_lnL Convergence Gene
-22565.69 2.850105 0.3603709 0.9603595 1.408224e-05 3.059729 0 ENSG00000105053_VRK3
-18475.69 2.935097 0.2091678 1.038172 2.552037 2.412087 0 ENSG00000086991_NOX4
-41363.56 4.2659 0.1105555 1.013796 1.488346 0.3700588 0 ENSG00000116147_TNR
-76126.28 2.65229 0.08585614 0.9682515 0.2647989 2.667043 0 ENSG00000096433_ITPR3
-23650.71 2.88239 0.2359952 0.992669 1.385492 0.2482893 0 ENSG00000182938_OTOP3
-38040.72 2.839885 0.3139899 1.02178 2.502098 2.070991 0 ENSG00000134762_DSC3
-30708.67 2.546001 0.1292708 0.9763431 0.7686844 0.1303035 0 ENSG00000167202_TBC1D2B
-21000.63 2.896243 0.102116 0.9704243 0.5503535 0.7745651 0 ENSG00000085978_ATG16L1
-20648.31 3.272774 0.141374 0.9716017 0.4070957 1.53366 0 ENSG00000012211_PRICKLE3
-11587.59 4.048919 0.155092 0.9711578 0.5334647 0.5511424 0 ENSG00000177535_OR2B11
-17223.84 3.565348 0.04966249 1.010538 1.396017 0.1821488 0 ENSG00000137822_TUBGCP4
-18714.26 2.617201 0.1338482 1.021608 1.987998 1.278985 0 ENSG00000147647_DPYS
-9482.428 2.761173 0.2661024 0.9564979 0.2114324 1.904187 0 ENSG00000167862_ICT1
-6404.09 2.492396 0.04193673 1.007165 1.557865 0.2955829 0 ENSG00000100302_RASD2
-11803.08 3.882241 0.0530982 1.022627 1.672874 0.508468 0 ENSG00000177479_ARIH2
-14908.45 2.534269 0.3394456 0.9704769 0.8396789 0.04107327 0 ENSG00000154328_NEIL2
-8621.233 2.576824 0.1300971 0.9641624 3.629916e-06 1.813605 0 ENSG00000161642_ZNF385A
-25870.15 1.878517 0.2321372 0.9828118 1.102852 -0.08471492 0 ENSG00000177106_EPS8L2
-13469.4 2.895914 0.1245884 0.9805824 0.9071819 0.01377507 0 ENSG00000157557_ETS2
-21590.74 2.593039 0.1471592 0.9924829 1.291654 0.1306673 0 ENSG00000137699_TRIM29
-51010.39 3.389111 0.08675468 0.9688926 0.5466913 0.4153702 0 ENSG00000147251_DOCK11
-14013.01 2.802435 0.1136919 0.9822378 0.943373 -0.002048064 0 ENSG00000113389_NPR3
-29265.22 2.822493 0.1109362 0.9896354 1.144893 -0.008850753 0 ENSG00000173327_MAP3K11
-14305.64 1.642087 0.1347323 0.9829504 1.105114 -0.000592939 0 ENSG00000141905_NFIC
-29799.44 2.521675 0.2087047 0.9688565 2.986134e-05 3.048801 0 ENSG00000130762_ARHGEF16
-6984.967 2.303335 0.05454472 0.9753453 0.4309109 0.7064481 0 ENSG00000170577_SIX2
-9643.067 3.46112 0.2236191 0.9636621 0.271962 1.250567 0 ENSG00000189280_GJB5
-4020.474 3.241135 0.0824265 1.005623 1.524402 0.2421639 0 ENSG00000119865_CNRIP1
-19069.18 3.441445 0.5429474 0.9670741 1.112231 0.02137368 0 ENSG00000188991_SLC15A5
-6631.682 3.707844 0.02529718 1.115561 2.988891 2.969492 0 ENSG00000135932_CAB39
-15733.92 1.727773 0.1137147 0.9799947 0.6565326 0.361168 0 ENSG00000177706_FAM20C
-15796.96 3.062315 0.1899053 0.9926718 1.272003 0.1314297 0 ENSG00000146250_PRSS35
-8732.211 2.010052 0.3098079 0.9720553 1.114026 0.03211942 0 ENSG00000170788_DYDC1
-19795.67 3.201563 0.1555407 1.043881 2.642695 2.129807 0 ENSG00000138363_ATIC
-35002.85 3.13047 0.2670142 1.002973 1.779278 1.115465 0 ENSG00000124275_MTRR
-5808.88 3.411767 0.0997589 0.9661439 0.5707778 0.1833712 0 ENSG00000167081_PBX3
-64074.17 3.310572 0.2769749 0.9681541 0.5157527 0.4980911 0 ENSG00000075702_WDR62
-7930.959 3.75805 0.1485119 0.9840522 0.9947881 0.000183872 0 ENSG00000170417_TMEM182
-68573.05 3.212457 0.6058604 0.9791557 1.718705 0.61975 0 ENSG00000196074_SYCP2
-10097.27 2.685669 0.07484457 1.005894 1.251619 0.1191736 0 ENSG00000170903_MSANTD4
-91987.4 2.761585 0.2237516 0.9786711 0.9402124 0.02658141 0 ENSG00000077235_GTF3C1
-116818.9 3.417341 0.459113 0.9747043 0.8802805 0.05037071 0 ENSG00000277399_GPR179
-37274.05 2.696867 0.241136 0.9761889 0.9649172 0.007785497 0 ENSG00000168826_ZBTB49
-44411.06 3.173877 0.2492444 0.989696 1.3412 0.3548022 0 ENSG00000188869_TMC3
-8733.208 2.69888 0.2640449 0.963788 0.5036178 1.036867 0 ENSG00000124145_SDC4
-8473.671 3.861396 0.1931893 0.9581838 0.4937137 0.5941261 0 ENSG00000277932_OR52E5
-15886.94 3.130473 0.3375717 0.9792626 1.212499 0.07989245 0 ENSG00000163751_CPA3
-89539.44 3.608596 0.2979148 0.9696517 0.6115974 0.4590874 0 ENSG00000135476_ESPL1
-9878.785 3.095322 0.04616117 0.9851626 0.8705107 0.02552349 0 ENSG00000175470_PPP2R2D
-24942.91 2.913112 0.1090561 0.9870703 1.024405 0.001065762 0 ENSG00000154678_PDE1C
-8272.751 1.860701 0.1358113 1.070591 3.753074 4.631455 0 ENSG00000151468_CCDC3
-16653.85 3.33381 0.07991742 0.983061 0.7310248 0.04377784 0 ENSG00000174996_KLC2
-21741.47 3.764793 0.08587872 1.020629 1.554357 0.4876114 0 ENSG00000144810_COL8A1
-8957.256 5.008627 0.04685498 1.020483 1.231087 0.06681289 0 ENSG00000121989_ACVR2A
-37953.58 2.019089 0.2243618 0.9766803 0.4735152 0.6092747 0 ENSG00000179588_ZFPM1
-24849.79 2.762873 0.1042152 1.042671 2.327022 -0.348095 0 ENSG00000170248_PDCD6IP
-21926.06 2.821627 0.06480262 0.9813869 0.7982716 0.09683286 0 ENSG00000141252_VPS53
-22752.73 2.866862 0.1209473 0.9664937 0.6380559 0.3102586 0 ENSG00000153993_SEMA3D
-12215.27 1.812599 0.1905323 0.9731347 4.286646e-05 2.074642 0 ENSG00000148704_VAX1
-9007.34 2.765057 0.1181788 0.980763 0.8678444 0.03553329 0 ENSG00000048471_SNX29
-37468.21 3.507588 0.4988761 1.020145 2.914245 2.595926 0 ENSG00000178295_GEN1
-57200.64 3.263496 0.2968361 1.028578 2.648891 2.70229 0 ENSG00000163781_TOPBP1
-5293.041 2.467393 0.1959573 0.9674986 0.2668135 1.21323 0 ENSG00000275489_C17orf98
-5753.574 4.179859 0.1966846 0.9800899 0.759039 0.1986231 0 ENSG00000088543_C3orf18
-29614.84 2.352858 0.1132893 0.9869599 1.126397 -0.05126686 0 ENSG00000116809_ZBTB17
-51003.36 2.835417 0.4274342 0.9552456 0.2981047 1.042709 0 ENSG00000169896_ITGAM
-9098.429 2.68688 0.1063342 0.9919196 1.13314 0.04939845 0 ENSG00000130313_PGLS
-18792.15 2.428484 0.1023521 0.9925685 1.262842 0.1088023 0 ENSG00000146433_TMEM181
-31887.52 3.025113 0.1869345 1.051303 2.894675 3.514335 0 ENSG00000099219_ERMP1
-19041.36 3.068372 0.04620565 1.014819 1.466019 0.345528 0 ENSG00000079785_DDX1
-21201.55 3.538407 0.1098379 0.9852696 0.9035546 0.02630293 0 ENSG00000085999_RAD54L
-4434.986 2.556887 0.08078882 0.9919587 1.141548 0.027441 0 ENSG00000140612_SEC11A
-12813.89 3.779276 0.2141353 1.021685 2.006665 1.223601 0 ENSG00000070785_EIF2B3
-9555.901 3.46099 0.1334485 1.044499 2.63191 2.349027 0 ENSG00000129460_NGDN
-22000.22 3.092179 0.1592048 0.9902769 1.151381 0.03418002 0 ENSG00000150764_DIXDC1
-36121.3 2.49831 0.08463253 0.9618572 3.893902e-05 3.117693 0 ENSG00000277363_SRCIN1
-7601.575 3.260102 0.03252645 1.139821 3.310976 4.223973 0 ENSG00000154473_BUB3
-4457.04 1.788278 0.09549746 0.9786524 0.3109094 0.9329718 0 ENSG00000150551_LYPD1
-28947.42 3.341353 0.2018262 1.014506 1.998947 1.633087 0 ENSG00000143107_FNDC7
-30109.79 3.450256 0.1949684 1.001018 1.545613 0.569457 0 ENSG00000103194_USP10
-10877.73 2.992545 0.05016769 1.038663 1.99947 1.008472 0 ENSG00000141646_SMAD4
-25255.43 3.771695 0.1842228 0.9670895 0.5298895 0.4674628 0 ENSG00000141424_SLC39A6
-11095.99 3.727906 0.02875681 1.114734 3.456692 3.405056 0 ENSG00000076685_NT5C2
-6350.531 1.56372 0.2280828 0.9836705 1.191499 -0.03278014 0 ENSG00000115255_REEP6
-5443.771 3.225143 0.05562211 0.9838691 0.8431388 0.03688406 0 ENSG00000100554_ATP6V1D
-11197.85 2.639765 0.1593694 0.9692403 0.7724871 0.09211716 0 ENSG00000121853_GHSR
-13706.02 3.235382 0.09277711 1.009626 1.525144 0.4007214 0 ENSG00000132680_KIAA0907
-18969.05 3.760168 0.276068 0.9967183 1.574106 0.2969542 0 ENSG00000167384_ZNF180
-19237.17 2.602828 0.2559889 0.9538891 0.2009946 2.425453 0 ENSG00000170819_BFSP2
-15327.49 3.821396 0.2786839 1.045857 2.819531 2.518477 0 ENSG00000165195_PIGA
-12323.41 3.031826 0.06513076 0.9922367 1.13334 0.02541512 0 ENSG00000148158_SNX30
-27701.18 2.996182 0.2459314 1.028833 2.501821 2.239526 0 ENSG00000168615_ADAM9
-38487.3 3.030902 0.435926 0.9678664 0.8800598 0.02512866 0 ENSG00000089091_DZANK1
-13347.85 2.809839 0.1058277 0.9824548 0.829463 0.04943963 0 ENSG00000170876_TMEM43
-26570.86 3.059047 0.2539307 0.9801116 1.015871 0.0001618929 0 ENSG00000138074_SLC5A6
-41354.97 3.39657 0.514598 0.9677891 1.047922 0.003348156 0 ENSG00000138468_SENP7
-20695.18 3.195712 0.07981379 1.046773 2.038825 1.353951 0 ENSG00000134215_VAV3
-10412.49 3.111359 0.2603363 0.9805882 0.9470959 0.0004989935 0 ENSG00000170779_CDCA4
-28530.69 2.16197 0.3578327 0.9704391 1.062574 0.006969128 0 ENSG00000163071_SPATA18
-46590.38 2.555684 0.2047094 0.9712922 0.5989224 0.3441036 0 ENSG00000161509_GRIN2C
-10466.45 2.973807 0.164487 0.9704997 0.4238522 1.772844 0 ENSG00000183597_TANGO2
-36430.19 3.777076 0.07937964 0.9954184 1.088682 -0.01620518 0 ENSG00000077097_TOP2B
-20577.66 3.389201 0.1018821 0.9840627 0.893335 0.00984752 0 ENSG00000128191_DGCR8
-50748.41 3.410832 0.210855 1.019277 2.19311 1.46527 0 ENSG00000140798_ABCC12
-32620.09 2.930564 0.1975729 0.9698957 0.5219163 0.9153409 0 ENSG00000196187_TMEM63A
-6946.433 2.877864 0.3006927 0.9855654 1.430196 0.3045579 0 ENSG00000174808_BTC
-14643.21 3.608338 0.1023494 0.9912801 1.051529 0.003817758 0 ENSG00000073536_NLE1
-26874.49 2.666202 0.3874824 0.9915962 1.847588 0.9641454 0 ENSG00000204852_TCTN1
-9719.131 3.321181 0.09804807 0.9755033 0.6831102 0.2873832 0 ENSG00000119718_EIF2B2
-12359.03 3.265857 0.06032771 1.00077 1.310742 0.1076469 0 ENSG00000177125_ZBTB34
-21874.78 2.28421 0.1104734 0.9634552 0.2074594 1.812152 0 ENSG00000105695_MAG
-12488.5 3.69567 0.1504636 1.012072 1.454049 0.2396735 0 ENSG00000164934_DCAF13
-14875.57 2.012208 0.4807021 0.9882369 2.102555 0.8816558 0 ENSG00000222011_FAM185A
-10615.03 3.540326 0.3299995 0.9783631 1.006995 7.355282e-05 0 ENSG00000101327_PDYN
-12290.7 2.83194 0.06602899 0.9626149 0.311705 0.950247 0 ENSG00000168259_DNAJC7
-14909.78 3.309483 0.05264288 0.9700225 0.4519282 0.6629927 0 ENSG00000140543_DET1
-16836.24 2.901281 0.1755639 0.9720562 0.5765952 0.3401742 0 ENSG00000065485_PDIA5
-4193.977 2.524205 0.1375165 0.9662446 3.712837e-06 2.605439 0 ENSG00000214253_FIS1
-16662.79 2.724525 0.07236391 1.001663 1.239846 0.1092593 0 ENSG00000111696_NT5DC3
-5945.532 2.191892 0.07239961 0.9539603 0.1862932 2.407445 0 ENSG00000184787_UBE2G2
-13933.5 3.386874 0.2723114 1.003121 1.703736 0.8670175 0 ENSG00000205678_TECRL
-8476.656 2.741351 0.2979178 0.9846834 1.352716 0.1932955 0 ENSG00000121207_LRAT
-21137.26 2.503408 0.3828689 0.9636004 0.9282031 0.007436298 0 ENSG00000137473_TTC29
-6219.996 2.104311 0.1341277 0.9870382 1.297963 0.1161323 0 ENSG00000121644_DESI2
-10963.03 2.807732 0.116336 0.9687388 0.3826931 1.75886 0 ENSG00000156711_MAPK13
-28748.58 3.193678 0.4260796 1.029769 2.937642 3.693443 0 ENSG00000152583_SPARCL1
-6087.707 3.005319 0.04725642 0.9829501 0.8407999 0.06297587 0 ENSG00000089693_MLF2
-10382.72 3.12018 0.3258476 0.9664473 0.507154 0.5236572 0 ENSG00000184988_TMEM106A
-22810.72 3.150251 0.3991087 0.9705251 0.9709784 -2.301465e-05 0 ENSG00000114248_LRRC31
-37304.04 2.326028 0.1877207 1.050815 3.58173 4.316315 0 ENSG00000152409_JMY
-9417.41 2.694733 0.1608034 1.035965 2.398339 1.84331 0 ENSG00000180817_PPA1
-75526.75 3.255337 0.499958 0.9836538 1.473542 0.3714895 0 ENSG00000179270_C2orf71
-17349.48 3.798418 0.1667205 0.990073 1.166275 0.03781837 0 ENSG00000185697_MYBL1
-13593.39 3.223924 0.07804983 1.04703 1.888738 0.9210355 0 ENSG00000164609_SLU7
-1468.785 2.073579 0.03817454 0.9882497 1.095221 0.01054337 0 ENSG00000176533_GNG7
-6035.116 1.979853 0.2983254 0.964556 0.6071682 0.2575354 0 ENSG00000185442_FAM174B
-13586.68 2.607286 0.2274433 0.9637381 0.223675 1.735947 0 ENSG00000099337_KCNK6
-10872.78 4.046995 0.05860659 0.9910172 0.9146836 0.01820783 0 ENSG00000171206_TRIM8
-25859.86 2.675184 0.2269182 0.9836835 1.062543 0.02748134 0 ENSG00000123454_DBH
-18577.47 3.173971 0.08788682 1.024592 1.879847 0.9150013 0 ENSG00000100991_TRPC4AP
-44197.39 2.754127 0.3505186 0.9750489 1.160339 0.02126399 0 ENSG00000134755_DSC2
-5629.752 3.780587 0.1991846 0.9510623 0.2851956 1.158075 0 ENSG00000135324_MRAP2
-9218.221 2.448805 0.250242 0.9408491 1.94261e-05 2.57738 0 ENSG00000231274_SBK3
-19139.43 3.354175 0.3661391 0.9813838 1.24824 0.1050278 0 ENSG00000139178_C1RL
-17321.05 2.013637 0.5718504 0.9729201 1.599898 0.5213165 0 ENSG00000179133_C10orf67
-43557.25 3.184575 0.0995937 1.034897 2.125957 1.51662 0 ENSG00000074657_ZNF532
-4526.491 3.935934 0.104548 1.013504 1.307505 0.1132354 0 ENSG00000100221_JOSD1
-13742.59 2.418771 0.111376 0.9820712 0.6944631 0.1214179 0 ENSG00000141582_CBX4
-28664.95 3.077968 0.177096 0.9948543 1.415505 0.2295087 0 ENSG00000122367_LDB3
-22952.34 2.825099 0.2461107 0.974227 0.9415031 0.004911817 0 ENSG00000031003_FAM13B
-49138.61 2.506868 0.4515754 0.9664932 0.8520366 -0.3128032 0 ENSG00000174837_EMR1
-24705.23 2.987324 0.2764325 0.9813478 0.9061015 0.01978588 0 ENSG00000105523_FAM83E
-69600.96 3.095357 0.2976418 1.059692 3.908643 5.950449 0 ENSG00000151503_NCAPD3
-10406.16 3.090869 0.2449084 1.005414 1.713646 0.2044148 0 ENSG00000254221_PCDHGB1
-6589.757 3.536446 0.1541734 1.010757 1.811319 0.8536945 0 ENSG00000118363_SPCS2
-13818.98 2.344468 0.3941395 0.9545682 0.432848 1.042743 0 ENSG00000121858_TNFSF10
-32767.09 3.202618 0.05063491 1.043245 2.456312 -1.908207 0 ENSG00000131473_ACLY
-21156.36 2.178588 0.09263769 0.9741926 0.6149266 0.6240272 0 ENSG00000130309_COLGALT1
-28792.25 2.768856 0.09993156 0.9726357 0.3760759 0.6539936 0 ENSG00000108175_ZMIZ1
-12604.63 2.813866 0.07379102 0.9571607 0.2886436 1.158438 0 ENSG00000182389_CACNB4
-46600.27 2.619503 0.09721499 0.9679178 0.2290495 1.802902 0 ENSG00000177731_FLII
-33056.15 3.468532 0.3324131 0.956952 0.4274452 0.4786644 0 ENSG00000196335_STK31
-8186.955 4.596221 0.1007023 1.00482 1.302798 0.07318803 0 ENSG00000168917_SLC35G2
-15386.24 2.88227 0.3713747 1.017175 2.761515 2.843054 0 ENSG00000133661_SFTPD
-11030.03 2.497847 0.103546 1.025424 2.293324 1.165355 0 ENSG00000138100_TRIM54
-51970.52 3.489987 0.201583 0.9869577 1.124199 0.02119428 0 ENSG00000114127_XRN1
-29921.1 2.629323 0.144523 0.985315 1.032459 0.002383515 0 ENSG00000132669_RIN2
-45190.81 3.145318 0.1835303 0.9899934 1.170124 0.02625355 0 ENSG00000116062_MSH6
-30114.85 2.816569 0.1163707 0.9715705 0.5319918 0.4175444 0 ENSG00000182872_RBM10
-22936.18 3.226798 0.1340134 0.9885964 1.120116 0.02394981 0 ENSG00000128917_DLL4
-66514.59 2.774756 0.3067996 0.9745902 0.5795793 0.4633967 0 ENSG00000132382_MYBBP1A
-11913.75 2.412085 0.1443396 0.9898939 1.317113 0.1653712 0 ENSG00000168522_FNTA
-20440.06 3.068675 0.8460524 1.010142 3.970578 4.817433 0 ENSG00000137965_IFI44
-13835.65 3.173492 0.1309336 1.043327 2.033735 1.147569 0 ENSG00000145863_GABRA6
-5786.588 2.028416 0.1181889 0.9904806 1.187039 0.005652915 0 ENSG00000100196_KDELR3
-7553.395 3.222062 0.1762668 0.9967399 1.363576 0.1188328 0 ENSG00000265491_RNF115
-19483.35 3.446498 0.07286003 0.9841658 0.8500474 -0.0009967277 0 ENSG00000109689_STIM2
-8354.621 3.779641 0.08938289 0.9886767 0.9114368 0.01066051 0 ENSG00000187678_SPRY4
-31960.26 2.200606 0.3308585 0.9550508 7.327629e-06 3.581568 0 ENSG00000137225_CAPN11
-11132.49 3.156281 0.05601364 1.0082 1.636182 0.5825689 0 ENSG00000187778_MCRS1
-14268.56 3.399878 0.03316356 1.058012 2.1225 1.587297 0 ENSG00000015171_ZMYND11
-19137.44 2.867234 0.1520643 0.9978085 1.407869 0.2785754 0 ENSG00000197822_OCLN
-7574.971 3.733893 0.4027227 0.9914671 1.681311 0.6889759 0 ENSG00000011638_TMEM159
-14909.28 3.379781 0.04391561 1.005868 1.434378 0.2605394 0 ENSG00000179542_SLITRK4
-10793.99 2.711803 0.19173 0.9867213 1.266756 0.1366452 0 ENSG00000181195_PENK
-13383.23 1.684332 0.3239345 0.9685742 0.4659813 0.6827097 0 ENSG00000216490_IFI30
-16568.4 2.531769 0.1279051 1.048749 2.566113 2.65557 0 ENSG00000100433_KCNK10
-7355.673 2.153034 0.3497931 0.9665584 0.2945741 1.071512 0 ENSG00000132329_RAMP1
-56865.27 3.262136 0.4461557 0.978858 1.31823 0.2290403 0 ENSG00000134256_CD101
-35282.96 3.296337 0.1457297 0.9748416 0.7069502 0.2441935 0 ENSG00000171824_EXOSC10
-18304.43 2.945469 0.362476 0.975312 0.7920502 0.07564786 0 ENSG00000111321_LTBR
-54379.95 1.900763 0.2777853 0.9772921 0.3157369 2.770982 0 ENSG00000203485_INF2
-39572.02 3.181236 0.2485848 0.9695385 0.6384922 0.3887992 0 ENSG00000095383_TBC1D2
-31587.73 3.425765 0.443287 1.024175 2.793802 2.899925 0 ENSG00000111554_MDM1
-4386.251 2.270051 0.05329639 0.9789456 0.5344223 0.8403389 0 ENSG00000131165_CHMP1A
-26309.24 2.91433 0.2938482 0.9860339 1.279945 0.167006 0 ENSG00000086544_ITPKC
-12342.98 2.831697 0.2156557 0.9809646 1.105009 0.01836509 0 ENSG00000126790_L3HYPDH
-9279.73 2.851389 0.2423262 0.9686671 0.4911526 0.5519038 0 ENSG00000126460_PRRG2
-8515.112 2.650912 0.07277473 0.9924576 1.086608 0.01783567 0 ENSG00000123159_GIPC1
-23585.33 2.897287 0.2726063 1.003743 2.056528 1.177661 0 ENSG00000167780_SOAT2
-6582.192 2.753604 0.0936384 1.015868 1.434307 0.1662064 0 ENSG00000131791_PRKAB2
-43835.36 3.23015 0.2027716 0.9539605 0.3102333 1.828737 0 ENSG00000077935_SMC1B
-10042.17 4.130237 0.1042459 0.9856789 0.8264755 0.06689967 0 ENSG00000183908_LRRC55
-23396.7 3.537814 0.1713802 1.016909 1.794239 0.8744823 0 ENSG00000172766_NAA16
-7912.645 3.464539 0.1865992 0.987114 1.209779 0.06121481 0 ENSG00000155249_OR4K1
-7576.241 2.573416 0.08392596 1.000129 1.454342 0.2644319 0 ENSG00000120149_MSX2
-15139.14 2.4596 0.6368344 0.9682734 0.9379224 0.006014284 0 ENSG00000213822_CEACAM18
-4360.715 2.988675 0.3515516 0.9732062 0.9240128 0.009528106 0 ENSG00000163331_DAPL1
-9150.61 2.194287 0.1990932 0.9671933 0.7524932 0.1123853 0 ENSG00000136936_XPA
-15390.65 1.989273 0.1852945 0.9730748 2.221253e-05 2.137483 0 ENSG00000162576_MXRA8
-7746.294 2.564391 0.1702572 0.9812381 0.8822042 0.03808556 0 ENSG00000146215_CRIP3
-7699.227 3.243178 0.07432496 0.9584495 0.2753105 1.270115 0 ENSG00000113140_SPARC
-42088.33 3.103684 0.1543593 0.9826518 0.9796165 0.0001726321 0 ENSG00000091129_NRCAM
-9492.022 2.313687 0.2324908 0.9647472 0.245992 1.487211 0 ENSG00000010278_CD9
-20084.64 2.611836 0.4446513 0.9765459 1.362222 0.1934284 0 ENSG00000178522_AMBN
-5324.112 2.518979 0.2127719 0.9807123 0.9544831 0.003490412 0 ENSG00000145287_PLAC8
-7978.849 3.357002 0.06778007 0.9975619 1.161669 0.0421493 0 ENSG00000163069_SGCB
-23422.56 3.31578 0.275815 0.9678273 0.7327945 0.1617135 0 ENSG00000115750_TAF1B
-10601.86 3.308 0.3287242 0.9675537 0.3155771 0.8627029 0 ENSG00000103355_PRSS33
-11306.14 3.3726 0.1099958 0.970571 0.5823731 0.3368237 0 ENSG00000147119_CHST7
-12558.35 2.205223 0.5326794 1.017963 3.886069 4.885699 0 ENSG00000069849_ATP1B3
-15847.04 3.000699 0.1775741 0.9705941 0.7080588 0.1733906 0 ENSG00000003147_ICA1
-22247.99 2.962806 0.1735742 0.9661152 0.2424565 1.438754 0 ENSG00000031823_RANBP3
-34075.73 2.698879 0.09767607 0.9655234 0.3351092 0.8440793 0 ENSG00000169184_MN1
-12349.72 3.564041 0.2792261 0.9890009 1.405126 0.2131007 0 ENSG00000164841_TMEM74
-34191.29 2.98448 0.3682069 0.9996667 1.874711 1.043174 0 ENSG00000137462_TLR2
-13150.64 3.320766 0.3057251 0.9672421 0.2338251 1.657868 0 ENSG00000173338_KCNK7
-25627.98 2.483132 0.1535515 0.9700211 0.2526406 1.380124 0 ENSG00000100304_TTLL12
-2715.643 4.089827 0.1146943 1.031662 2.200156 1.085895 0 ENSG00000124374_PAIP2B
-18705.33 3.528355 0.3957941 1.0044 2.122284 1.302505 0 ENSG00000101574_METTL4
-14867.4 2.917258 0.2629744 0.9826791 1.247222 0.08277113 0 ENSG00000103343_ZNF174
-11522.65 3.007162 0.1267138 1.029842 2.290996 1.823374 0 ENSG00000084090_STARD7
-8917.264 4.563257 0.125808 0.9890782 1.011475 8.738607e-05 0 ENSG00000205363_C15orf59
-20880.01 2.941512 0.3283652 0.9641243 0.6327346 0.4922834 0 ENSG00000124019_FAM124B
-23521.8 2.537844 0.3433691 0.969166 0.8108371 0.06503326 0 ENSG00000172940_SLC22A13
-8950.76 3.30627 0.1342696 0.9670977 0.5468062 0.4218137 0 ENSG00000100372_SLC25A17
-27105.72 2.771274 0.1913004 1.007677 1.778284 0.7315355 0 ENSG00000137571_SLCO5A1
-46357.87 2.680235 0.07455052 0.9806848 0.839051 0.02475148 0 ENSG00000080503_SMARCA2
-10045.07 1.953278 0.1591292 0.982313 0.9401306 0.005352267 0 ENSG00000135916_ITM2C
-25868.36 3.22274 0.1773833 0.9793436 0.8838416 0.02256878 0 ENSG00000115486_GGCX
-12061.41 2.521182 0.2443887 0.9849588 1.2467 0.1028125 0 ENSG00000125434_SLC25A35
-14579.76 2.827181 0.09796022 0.9605899 0.1730414 1.684269 0 ENSG00000105447_GRWD1
-19817.59 3.210757 0.07577403 0.9826985 0.7181129 0.1550425 0 ENSG00000140854_KATNB1
-18818.03 3.149498 0.06575612 1.005255 1.362963 0.1854798 0 ENSG00000198408_MGEA5
-12914.62 2.510637 0.3138033 0.941649 0.2120885 1.964724 0 ENSG00000114698_PLSCR4
-23001.22 3.603571 0.09378207 0.9560685 0.1473172 3.18261 0 ENSG00000068354_TBC1D25
-14030.76 2.783 0.1100129 0.9856031 1.02758 0.001563606 0 ENSG00000151014_CCRN4L
-26871.9 2.379424 0.4487577 0.9663776 0.7069582 0.1837019 0 ENSG00000188782_CATSPER4
-65554.68 2.707941 0.1506993 0.9872689 1.08695 0.009651759 0 ENSG00000118898_PPL
-134774.5 3.080798 0.2899588 0.9708212 0.8839932 0.03318512 0 ENSG00000095951_HIVEP1
-19840.8 3.594625 0.145871 0.9727265 0.7060017 0.1808908 0 ENSG00000137492_PRKRIR
-28417.39 3.547 0.6619325 0.9530261 0.80118 0.0541924 0 ENSG00000189367_KIAA0408
-12600.66 3.047756 0.2828319 0.9941306 1.677291 0.6160298 0 ENSG00000115392_FANCL
-7175.532 2.824007 0.2851114 1.001956 1.974495 0.6031182 0 ENSG00000173372_C1QA
-25937.6 3.511121 0.05649614 0.9811804 0.7807213 0.09810201 0 ENSG00000132953_XPO4
-13726.77 3.512567 0.1453885 1.031698 1.890177 0.9520544 0 ENSG00000074935_TUBE1
-19514.47 2.830876 0.4442843 0.9848042 1.579504 0.5376541 0 ENSG00000102738_MRPS31
-22923.18 2.561541 0.3428902 1.008112 2.430895 2.395152 0 ENSG00000132824_SERINC3
-16559.27 2.645892 0.092953 1.017891 2.139845 1.555263 0 ENSG00000133313_CNDP2
-12705.51 3.615429 0.1010484 1.003523 1.437523 0.2839583 0 ENSG00000091140_DLD
-11147.8 2.57494 0.4718983 0.9590051 0.3206491 0.9275291 0 ENSG00000116898_MRPS15
-22049.81 2.816566 0.1072066 0.9906625 1.070487 0.008464309 0 ENSG00000189337_KAZN
-4854.841 2.482366 0.06022806 1.024216 1.841162 0.9313884 0 ENSG00000015592_STMN4
-5317.097 2.761154 0.7256648 0.9686736 1.211238 0.04562979 0 ENSG00000177627_C12orf54
-5501.616 2.536401 0.2188736 1.034894 2.643837 2.935677 0 ENSG00000117862_TXNDC12
-24529.86 2.709277 0.2208227 0.9647752 0.4688753 1.073829 0 ENSG00000168447_SCNN1B
-8312.824 2.80744 0.3423863 1.077172 4.938154 6.716997 0 ENSG00000108176_DNAJC12
-11162.26 2.260901 0.1720513 0.9769221 0.6114883 0.2523815 0 ENSG00000100243_CYB5R3
-30174.89 3.680276 0.1242111 0.9686865 0.5638326 0.3974535 0 ENSG00000123338_NCKAP1L
-5424.399 2.039652 0.171864 0.9475453 6.428489e-06 2.037183 0 ENSG00000131507_NDFIP1
-34669.36 3.241365 0.1940736 1.012035 1.692232 0.5800543 0 ENSG00000198887_SMC5
-25009.29 3.12763 0.1193842 0.9681663 0.6235197 0.2448464 0 ENSG00000173889_PHC3
-22685.65 3.413272 0.167346 0.9945214 1.290784 0.1073318 0 ENSG00000142945_KIF2C
-54020.49 2.552083 0.1763658 0.9659447 0.2489383 1.791536 0 ENSG00000105339_DENND3
-7346.927 2.615051 0.09745295 1.008639 1.490642 0.376006 0 ENSG00000053501_USE1
